LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
230000.0,female,graduate school,single,31,0,0,0,0,0,0,20356.0,1676.0,1700.0,2007.0,1000.0,1000.0,1000.0,0
20000.0,female,university,married,22,2,0,0,0,0,2,14414.0,1554.0,1578.0,1592.0,1435.0,0.0,1663.0,1
80000.0,female,graduate school,single,26,0,0,0,2,2,2,1238.0,376.0,2281.0,0.0,0.0,0.0,35893.0,0
30000.0,female,university,married,43,0,0,0,0,0,0,661.0,25166.0,1437.0,1451.0,1166.0,2900.0,600.0,0
350000.0,female,university,married,38,0,0,0,0,0,0,62862.0,24000.0,6000.0,5000.0,3000.0,6000.0,5000.0,0
280000.0,male,university,married,36,1,2,2,2,0,0,168708.0,8000.0,6100.0,0.0,7000.0,14000.0,7000.0,1
50000.0,female,graduate school,married,40,0,2,0,0,2,2,465.0,0.0,760.0,600.0,0.0,3000.0,0.0,1
60000.0,female,university,single,31,0,0,0,0,2,0,59643.0,3200.0,2535.0,2331.0,0.0,1073.0,2134.0,0
40000.0,female,others,married,24,0,0,0,0,0,0,40848.0,1650.0,2300.0,1600.0,1330.0,1500.0,1500.0,0
210000.0,female,high school,married,54,0,0,0,0,0,0,94343.0,3500.0,3500.0,4500.0,3600.0,3694.0,3728.0,0
160000.0,female,high school,married,28,2,2,2,2,0,0,132528.0,7000.0,5000.0,0.0,3770.0,4000.0,4000.0,0
300000.0,male,university,married,38,0,0,0,2,2,2,181387.0,8000.0,14500.0,0.0,15150.0,7700.0,0.0,0
160000.0,female,university,single,35,0,0,0,0,0,0,124459.0,10000.0,5000.0,4854.0,10000.0,6000.0,4000.0,0
470000.0,female,university,single,30,0,0,0,0,0,0,216031.0,7513.0,5552.0,1781.0,3021.0,3008.0,3015.0,0
440000.0,female,university,married,39,0,0,0,0,0,0,58639.0,30000.0,2000.0,24534.0,5000.0,20000.0,20839.0,0
160000.0,male,graduate school,married,39,0,0,0,0,0,0,4138.0,35.0,0.0,0.0,2920.0,0.0,12140.0,0
110000.0,female,graduate school,single,32,1,0,0,0,0,0,0.0,1670.0,10200.0,0.0,0.0,0.0,0.0,0
20000.0,male,high school,single,58,0,0,0,0,0,0,12066.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160000.0,female,graduate school,single,32,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
130000.0,female,university,single,27,0,0,0,0,0,0,3359.0,0.0,382.0,2898.0,1900.0,500.0,500.0,0
290000.0,male,university,married,49,0,0,0,0,0,0,4040.0,5457.0,3131.0,13526.0,2698.0,2544.0,1988.0,0
60000.0,female,graduate school,single,28,0,0,0,0,0,0,38991.0,10008.0,2950.0,4556.0,19938.0,800.0,900.0,0
470000.0,male,graduate school,married,38,0,0,0,0,0,0,156454.0,5526.0,5484.0,5504.0,5655.0,9471.0,5269.0,0
70000.0,female,high school,single,26,0,0,0,0,0,0,28995.0,1600.0,2000.0,7000.0,5000.0,1500.0,1500.0,0
80000.0,female,university,single,36,0,0,0,0,0,0,3966.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150000.0,male,graduate school,single,30,0,0,0,0,0,0,2384.0,2000.0,2000.0,2000.0,1000.0,3000.0,0.0,0
30000.0,female,university,single,22,2,2,2,2,2,0,29412.0,0.0,4000.0,1000.0,0.0,1100.0,1091.0,1
130000.0,female,graduate school,single,30,0,0,0,0,0,0,1493.0,1492.0,1310.0,1310.0,2046.0,574.0,1995.0,1
30000.0,female,university,married,35,0,0,0,0,0,2,22206.0,2000.0,1409.0,1068.0,3000.0,0.0,3450.0,0
360000.0,male,graduate school,single,35,0,0,0,0,0,0,15798.0,16713.0,15766.0,38944.0,15881.0,15809.0,30594.0,0
310000.0,male,university,single,46,2,0,0,0,0,0,102064.0,5030.0,4000.0,3633.0,3671.0,12600.0,0.0,1
120000.0,female,university,single,28,0,2,0,0,0,0,2049.0,0.0,590.0,3617.0,2001.0,0.0,204.0,1
200000.0,female,graduate school,single,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,female,university,single,35,1,2,0,0,0,0,31507.0,0.0,3467.0,1229.0,3325.0,2000.0,2167.0,0
80000.0,female,graduate school,married,48,0,0,0,0,0,0,1198.0,1150.0,0.0,0.0,0.0,7685.0,0.0,1
80000.0,female,university,single,25,1,2,2,2,2,2,28789.0,2998.0,1183.0,1400.0,1139.0,0.0,1178.0,0
80000.0,male,university,single,37,0,0,0,2,2,2,47765.0,3000.0,5000.0,0.0,4078.0,0.0,2500.0,1
360000.0,male,university,married,33,1,2,2,7,6,5,296148.0,14906.0,97225.0,0.0,0.0,0.0,0.0,0
120000.0,female,graduate school,single,28,0,0,0,2,0,0,75982.0,3451.0,6275.0,0.0,2898.0,2926.0,6210.0,1
240000.0,male,university,married,54,0,0,0,2,0,0,14332.0,2000.0,234000.0,30.0,7046.0,7023.0,10005.0,0
240000.0,female,university,married,32,0,0,0,0,0,0,24615.0,5000.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,female,university,married,34,0,0,0,0,0,2,10745.0,1200.0,1000.0,19206.0,1500.0,0.0,345.0,0
30000.0,female,university,single,24,0,0,0,0,2,2,20367.0,2000.0,1696.0,3200.0,1500.0,0.0,4306.0,0
500000.0,female,university,married,42,0,0,0,0,0,0,431195.0,17624.0,14783.0,3000.0,3000.0,2853.0,2385.0,0
350000.0,female,university,married,43,0,0,0,0,0,0,2124.0,3048.0,2460.0,4616.0,0.0,430.0,430.0,0
360000.0,female,university,married,48,0,0,0,0,0,0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1
230000.0,male,university,single,31,0,0,0,0,0,0,100074.0,9000.0,10000.0,6000.0,3405.0,3000.0,1286.0,0
50000.0,male,university,single,24,0,0,0,0,0,0,999.0,594.0,0.0,2643.0,0.0,13039.0,128.0,0
100000.0,female,graduate school,single,30,1,2,0,0,0,0,105033.0,0.0,3509.0,3047.0,3500.0,3000.0,2500.0,0
230000.0,female,university,married,54,0,0,0,0,0,0,0.0,880.0,0.0,0.0,0.0,0.0,1740.0,0
20000.0,female,graduate school,single,24,0,0,0,0,0,0,24146.0,2024.0,2000.0,1005.0,1188.0,2002.0,1015.0,0
140000.0,female,high school,single,29,0,0,2,0,0,0,177535.0,14500.0,0.0,5000.0,8000.0,10000.0,9472.0,0
200000.0,female,university,single,30,0,0,0,0,0,0,185070.0,7022.0,6501.0,6500.0,6504.0,7008.0,8009.0,0
220000.0,female,graduate school,single,29,0,0,0,0,0,0,224852.0,10235.0,8000.0,7000.0,7000.0,7000.0,7000.0,0
260000.0,male,graduate school,married,40,0,0,0,0,0,0,34471.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90000.0,male,high school,married,55,0,0,0,0,0,0,30789.0,1514.0,1550.0,1600.0,2000.0,2000.0,2500.0,0
60000.0,male,graduate school,single,31,1,0,0,0,0,0,0.0,0.0,0.0,4400.0,0.0,3110.0,0.0,1
100000.0,male,university,married,38,0,0,0,2,0,0,7798.0,864.0,2438.0,821.0,1.0,3110.0,2206.0,1
150000.0,female,high school,others,55,0,0,0,0,0,0,1080.0,17498.0,9160.0,2939.0,3396.0,1870.0,6800.0,0
30000.0,female,university,others,45,0,2,2,2,0,2,5239.0,0.0,3048.0,0.0,8314.0,0.0,4132.0,1
190000.0,female,university,single,24,0,0,0,0,0,0,15740.0,106602.0,3700.0,3800.0,4000.0,4075.0,10000.0,0
20000.0,male,high school,single,28,1,2,0,0,0,0,5653.0,0.0,1200.0,350.0,500.0,500.0,300.0,1
20000.0,female,high school,single,48,0,0,0,0,0,0,17332.0,1580.0,1367.0,1178.0,712.0,742.0,2000.0,0
20000.0,male,university,others,49,0,0,0,0,0,0,16336.0,1294.0,2316.0,1256.0,1000.0,1000.0,800.0,1
180000.0,female,university,married,34,0,0,0,0,0,0,47517.0,1526.0,3006.0,5020.0,5000.0,2000.0,935.0,0
220000.0,male,graduate school,single,43,0,0,0,0,0,0,44177.0,1006.0,32906.0,18900.0,13580.0,33150.0,0.0,0
20000.0,female,university,married,50,7,6,5,4,3,2,22858.0,0.0,0.0,0.0,0.0,0.0,994.0,1
360000.0,female,university,single,44,0,0,0,0,0,0,10311.0,2758.0,1397.0,298.0,7950.0,60097.0,1200.0,0
20000.0,male,high school,single,22,0,0,0,0,0,0,18535.0,5109.0,1600.0,2400.0,3800.0,739.0,2000.0,1
70000.0,female,university,single,55,0,0,0,0,0,0,57867.0,1920.0,2230.0,2004.0,1537.0,1589.0,1598.0,0
500000.0,male,graduate school,married,36,0,0,0,0,0,0,25334.0,6867.0,2929.0,0.0,39194.0,0.0,0.0,0
370000.0,male,university,single,28,0,0,0,0,0,0,276436.0,20000.0,13000.0,5000.0,10000.0,4000.0,6000.0,0
90000.0,female,university,single,24,0,0,0,0,0,0,17524.0,5000.0,5000.0,5000.0,5000.0,3600.0,2000.0,0
310000.0,male,graduate school,single,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30000.0,male,university,others,49,0,0,0,0,0,0,12939.0,1405.0,1631.0,300.0,375.0,54.0,1000.0,0
10000.0,male,high school,single,61,0,0,0,0,0,0,7700.0,1293.0,1235.0,1000.0,199.0,193.0,197.0,1
50000.0,female,high school,married,29,0,0,0,0,0,0,47425.0,2100.0,2100.0,2105.0,2000.0,1800.0,3500.0,0
100000.0,female,university,single,30,1,2,0,0,2,2,31708.0,0.0,1850.0,3200.0,1500.0,0.0,1500.0,1
200000.0,male,university,single,30,0,0,0,0,0,0,416.0,416.0,416.0,416.0,416.0,0.0,832.0,0
210000.0,female,graduate school,single,32,1,0,0,0,0,0,15207.0,16529.0,16920.0,16266.0,0.0,19136.0,0.0,0
580000.0,female,graduate school,married,31,0,0,0,0,0,0,484798.0,19000.0,20036.0,20000.0,20000.0,20056.0,16987.0,0
290000.0,female,graduate school,married,30,0,0,0,0,0,0,216328.0,8000.0,8600.0,6700.0,2600.0,3500.0,0.0,0
130000.0,female,graduate school,single,24,0,0,2,0,0,0,16078.0,4176.0,0.0,1000.0,1292.0,390.0,2165.0,0
70000.0,female,university,married,27,2,2,2,2,2,0,31455.0,4000.0,1000.0,2000.0,0.0,1500.0,3000.0,1
110000.0,female,graduate school,single,29,0,0,0,2,0,0,107336.0,5320.0,7845.0,4000.0,4000.0,3500.0,9500.0,0
360000.0,female,high school,single,29,0,0,0,0,0,0,3307.0,0.0,0.0,0.0,0.0,1131.0,3409.0,0
200000.0,female,university,married,60,0,0,0,0,0,0,396.0,396.0,461.0,396.0,546.0,396.0,396.0,0
200000.0,female,others,single,30,0,0,2,0,0,0,17160.0,2880.0,0.0,9470.0,5834.0,7809.0,2886.0,0
80000.0,female,university,married,39,3,2,0,0,2,2,13683.0,0.0,1200.0,1200.0,0.0,1600.0,2200.0,1
340000.0,male,university,married,39,0,0,0,0,0,0,148624.0,4000.0,4000.0,4000.0,4500.0,5000.0,1500.0,0
90000.0,male,university,single,38,2,0,0,0,0,0,89094.0,3000.0,4500.0,3500.0,2500.0,3500.0,3000.0,1
140000.0,female,graduate school,single,30,0,0,0,0,0,0,13626.0,8399.0,6923.0,5330.0,2074.0,5588.0,20290.0,0
50000.0,female,graduate school,married,55,0,0,0,0,0,0,25043.0,1775.0,1815.0,695.0,719.0,724.0,750.0,0
20000.0,female,graduate school,single,22,1,2,0,0,0,0,18761.0,0.0,1634.0,1610.0,710.0,717.0,722.0,0
240000.0,male,graduate school,married,36,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260000.0,female,graduate school,married,41,1,0,0,0,0,0,0.0,5848.0,0.0,8839.0,62140.0,6647.0,7573.0,0
230000.0,female,graduate school,single,25,0,0,0,0,0,0,50757.0,3000.0,3000.0,2000.0,2500.0,2500.0,2000.0,0
340000.0,female,university,married,39,0,0,0,0,0,0,93767.0,65758.0,359.0,5674.0,3692.0,3406.0,2622.0,0
90000.0,male,high school,single,28,0,0,2,0,0,0,15940.0,4400.0,0.0,1400.0,1000.0,1000.0,1000.0,1
30000.0,male,graduate school,single,33,0,3,2,0,0,0,31724.0,0.0,0.0,31200.0,541.0,0.0,0.0,1
260000.0,female,university,single,29,0,0,0,0,0,0,16496.0,8027.0,3000.0,3000.0,3000.0,1000.0,2000.0,0
60000.0,male,university,married,37,0,0,0,0,0,2,30010.0,5000.0,5000.0,5000.0,5000.0,0.0,10000.0,0
220000.0,female,graduate school,married,41,8,7,6,5,4,3,246915.0,0.0,0.0,0.0,0.0,0.0,0.0,1
500000.0,female,university,single,23,4,3,2,0,0,0,507726.0,10000.0,0.0,14000.0,16500.0,16000.0,19000.0,1
150000.0,male,graduate school,married,37,0,0,0,0,0,2,112695.0,3515.0,5002.0,5189.0,14002.0,8.0,4009.0,0
50000.0,female,university,married,32,0,0,0,0,0,0,46610.0,2021.0,1500.0,700.0,1700.0,700.0,623.0,0
50000.0,male,university,single,40,0,0,0,0,0,0,40561.0,18280.0,2284.0,311.0,322.0,323.0,334.0,0
50000.0,female,university,single,26,1,2,2,2,2,3,18253.0,2900.0,700.0,1000.0,2970.0,0.0,0.0,0
20000.0,male,university,married,37,0,0,0,0,0,0,17219.0,2000.0,19400.0,0.0,0.0,17666.0,0.0,1
230000.0,male,graduate school,single,29,0,0,2,2,0,0,41154.0,4000.0,2500.0,0.0,3000.0,3000.0,5000.0,0
360000.0,male,graduate school,married,58,0,0,0,0,0,0,5619.0,15008.0,43065.0,4650.0,12132.0,13953.0,2200.0,0
180000.0,male,graduate school,single,38,1,0,0,0,0,0,3999.0,2183.0,5828.0,0.0,2165.0,645.0,4390.0,0
180000.0,male,graduate school,married,45,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,female,graduate school,single,25,0,0,0,0,0,0,44641.0,1870.0,2500.0,3017.0,1060.0,1300.0,2000.0,0
150000.0,female,university,single,26,0,0,0,0,0,0,127487.0,6000.0,4500.0,5400.0,3900.0,4500.0,4000.0,0
220000.0,male,graduate school,single,48,0,0,0,2,0,0,115294.0,6000.0,16000.0,0.0,5000.0,6300.0,3000.0,0
50000.0,female,university,single,29,2,2,2,0,0,2,5804.0,1300.0,0.0,236.0,650.0,0.0,810.0,1
80000.0,female,university,married,45,0,0,0,0,0,0,17613.0,2000.0,2000.0,1009.0,0.0,2000.0,0.0,0
50000.0,female,university,married,23,2,2,0,0,0,0,54866.0,1000.0,1860.0,1600.0,452.0,100.0,114.0,1
120000.0,female,graduate school,married,46,0,0,0,0,0,0,28675.0,1500.0,1509.0,1522.0,1147.0,1188.0,1194.0,0
50000.0,male,university,single,25,0,0,0,0,0,0,24724.0,2000.0,2000.0,2000.0,1500.0,2000.0,2000.0,0
350000.0,female,graduate school,single,29,0,0,0,0,0,0,42518.0,1740.0,1000.0,452.0,448.0,2000.0,8206.0,0
170000.0,female,high school,single,33,2,0,0,0,0,0,170348.0,7622.0,7354.0,7464.0,6127.0,6550.0,6100.0,0
90000.0,female,university,single,29,0,0,0,0,0,0,89068.0,4073.0,5021.0,3000.0,3000.0,3000.0,2000.0,0
90000.0,male,university,married,28,0,0,0,0,0,0,5580.0,0.0,0.0,0.0,0.0,0.0,776.0,0
90000.0,female,graduate school,single,27,0,0,0,0,0,0,81111.0,3500.0,3000.0,2600.0,2600.0,3000.0,1500.0,0
20000.0,male,university,married,36,3,2,2,2,2,2,17500.0,0.0,2921.0,0.0,1702.0,0.0,1594.0,1
30000.0,female,high school,married,48,0,0,0,2,0,0,36956.0,1553.0,3345.0,0.0,1000.0,1000.0,1000.0,0
140000.0,female,graduate school,single,24,0,0,0,0,0,0,28872.0,2000.0,1522.0,2000.0,1500.0,2500.0,2000.0,0
400000.0,male,university,single,31,0,0,0,0,0,0,185677.0,7000.0,8000.0,8000.0,7500.0,9000.0,5000.0,0
50000.0,female,graduate school,single,23,0,0,0,0,0,0,50025.0,1626.0,1581.0,1000.0,900.0,700.0,1000.0,0
20000.0,female,graduate school,single,24,0,0,0,0,0,0,1908.0,1405.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,male,university,married,47,0,0,0,2,0,0,390.0,390.0,780.0,390.0,0.0,390.0,0.0,0
190000.0,female,graduate school,single,40,0,0,0,0,0,0,78388.0,3600.0,4000.0,14000.0,3000.0,10000.0,4000.0,0
200000.0,female,university,single,35,0,0,0,0,0,0,72450.0,5556.0,1000.0,2000.0,1000.0,0.0,0.0,0
300000.0,female,others,married,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
220000.0,female,university,single,30,0,0,0,0,0,0,32357.0,2000.0,1377.0,8011.0,165.0,2000.0,1000.0,0
100000.0,male,high school,married,48,0,0,0,0,0,0,6345.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180000.0,female,high school,single,52,0,0,0,0,0,0,173065.0,5902.0,7693.0,5464.0,4893.0,5095.0,4862.0,0
240000.0,female,graduate school,single,28,0,0,0,0,0,0,133230.0,5500.0,5036.0,4000.0,6200.0,5500.0,5000.0,0
500000.0,male,graduate school,single,41,0,0,0,0,0,0,326.0,628.0,6290.0,6000.0,14000.0,8642.0,326.0,1
230000.0,female,university,single,32,1,2,0,0,0,0,73757.0,0.0,1200.0,1027.0,80.0,0.0,0.0,0
290000.0,female,university,single,26,0,0,0,0,0,0,291861.0,9596.0,7700.0,4402.0,3300.0,3100.0,4000.0,0
200000.0,female,university,married,25,0,0,0,0,0,0,108174.0,5000.0,4200.0,3820.0,4000.0,3760.0,4006.0,1
110000.0,male,university,single,51,0,0,0,0,0,0,110950.0,2500.0,2500.0,1800.0,1800.0,2000.0,2000.0,0
200000.0,female,graduate school,married,32,0,0,0,0,0,0,10760.0,2000.0,5000.0,10000.0,5000.0,602.0,10000.0,0
500000.0,female,university,married,43,0,0,0,0,0,0,10330.0,12320.0,12209.0,16727.0,17744.0,14117.0,11691.0,0
270000.0,male,university,married,40,0,0,0,0,0,0,42598.0,3036.0,3092.0,3111.0,2000.0,2000.0,2000.0,1
70000.0,male,university,married,37,0,0,0,0,0,0,57981.0,15000.0,3247.0,3500.0,837.0,1000.0,2500.0,0
10000.0,male,university,single,23,0,0,0,0,0,0,1473.0,1863.0,0.0,390.0,390.0,780.0,0.0,0
70000.0,male,university,single,31,0,0,0,0,0,0,67958.0,2500.0,2486.0,2700.0,2700.0,2500.0,3000.0,0
200000.0,male,university,married,41,2,2,2,2,2,2,1075.0,11000.0,980.0,0.0,563.0,0.0,413.0,0
80000.0,female,university,single,25,1,2,0,0,0,0,50120.0,0.0,1828.0,1900.0,1900.0,2000.0,4300.0,1
80000.0,male,graduate school,single,27,0,0,0,0,0,0,74640.0,20024.0,10000.0,4000.0,2000.0,3000.0,2500.0,0
20000.0,male,graduate school,single,37,2,2,2,2,2,0,14688.0,2700.0,1000.0,1000.0,0.0,1500.0,1500.0,1
250000.0,female,graduate school,married,25,0,0,0,0,0,0,4769.0,6720.0,23393.0,6000.0,0.0,3000.0,18148.0,0
60000.0,male,high school,single,46,0,0,0,0,0,0,61548.0,2700.0,1500.0,2000.0,1000.0,824.0,333.0,0
290000.0,female,graduate school,married,33,1,2,0,0,0,0,7064.0,0.0,1814.0,8537.0,25576.0,13475.0,6000.0,0
140000.0,male,university,single,39,0,0,0,0,0,0,139079.0,7000.0,4800.0,4659.0,5000.0,6100.0,6000.0,0
30000.0,female,university,married,33,0,0,0,0,0,0,11042.0,1200.0,1250.0,1537.0,600.0,550.0,600.0,0
180000.0,female,high school,married,43,0,0,0,0,0,0,780.0,0.0,780.0,780.0,0.0,0.0,0.0,0
200000.0,female,graduate school,single,32,0,0,0,0,0,0,118532.0,6000.0,4500.0,4300.0,6000.0,4400.0,4500.0,0
150000.0,female,graduate school,single,25,0,0,0,0,0,0,119788.0,4728.0,3610.0,2377.0,1714.0,828.0,846.0,0
20000.0,female,graduate school,married,41,1,3,2,0,0,0,6249.0,0.0,0.0,0.0,0.0,3067.0,0.0,0
20000.0,male,graduate school,single,28,0,0,0,0,2,2,3202.0,2000.0,3000.0,2500.0,0.0,2000.0,5.0,0
260000.0,female,graduate school,married,52,2,2,2,2,0,0,150.0,0.0,0.0,0.0,2500.0,0.0,0.0,1
130000.0,female,university,married,37,0,0,0,2,0,0,41200.0,2019.0,4900.0,0.0,1000.0,0.0,0.0,1
160000.0,female,graduate school,married,30,2,0,0,0,0,2,74286.0,2700.0,3400.0,3458.0,6300.0,0.0,3200.0,1
420000.0,male,university,married,34,0,0,0,0,0,0,226007.0,10000.0,9600.0,6700.0,7000.0,7042.0,7112.0,1
130000.0,female,university,single,33,0,0,0,0,0,0,127781.0,4700.0,3500.0,3200.0,3200.0,3300.0,3100.0,0
70000.0,male,university,married,44,0,0,0,0,0,0,14202.0,1500.0,1585.0,1500.0,1000.0,600.0,1500.0,0
20000.0,female,university,married,51,0,0,0,0,0,0,10400.0,0.0,0.0,2000.0,0.0,0.0,0.0,0
50000.0,female,university,single,30,0,0,0,0,0,0,48779.0,2400.0,1700.0,348.0,354.0,362.0,320.0,0
90000.0,male,high school,single,50,0,0,0,0,0,0,80926.0,3451.0,3243.0,2390.0,1840.0,1690.0,1954.0,0
50000.0,male,high school,single,58,0,0,0,0,0,0,7556.0,1140.0,1048.0,163.0,135.0,151.0,2000.0,0
290000.0,female,graduate school,married,37,0,0,0,0,0,0,3486.0,550.0,1922.0,550.0,550.0,3810.0,2927.0,1
120000.0,male,university,single,34,0,0,0,2,2,2,49206.0,2000.0,5100.0,1800.0,2400.0,0.0,5500.0,0
50000.0,male,high school,married,44,0,0,2,0,0,0,5789.0,43134.0,0.0,1219.0,257.0,2000.0,2000.0,0
30000.0,male,university,single,34,0,0,0,0,0,0,28509.0,2003.0,1504.0,2017.0,2000.0,1000.0,1100.0,0
110000.0,female,graduate school,single,25,2,2,2,0,0,0,2729.0,4340.0,5.0,1426.0,5660.0,0.0,0.0,1
50000.0,female,high school,single,51,2,2,2,2,0,0,33384.0,2000.0,2000.0,0.0,2000.0,2000.0,2000.0,0
480000.0,female,university,single,48,0,0,0,0,0,0,2475.0,1000.0,3652.0,7626.0,1740.0,302823.0,19608.0,0
380000.0,male,graduate school,married,35,1,0,0,0,0,0,-6.0,15105.0,1300.0,0.0,0.0,0.0,0.0,0
200000.0,female,graduate school,single,26,0,0,0,0,0,0,14513.0,84387.0,5000.0,4000.0,4000.0,4000.0,3000.0,0
260000.0,female,high school,married,41,0,0,0,2,2,0,137614.0,5700.0,9000.0,4500.0,0.0,5000.0,3700.0,1
220000.0,male,graduate school,single,37,0,0,0,0,0,0,34339.0,1294.0,2000.0,2000.0,30000.0,3000.0,2000.0,0
130000.0,female,university,married,37,0,0,0,0,0,0,33346.0,5448.0,5542.0,4500.0,5465.0,4500.0,5662.0,0
100000.0,male,university,single,43,0,0,0,0,0,0,47730.0,1808.0,1728.0,1641.0,1673.0,1689.0,1754.0,0
140000.0,female,university,married,26,0,0,0,0,0,0,37283.0,7023.0,5080.0,10000.0,6000.0,902.0,18542.0,0
280000.0,female,graduate school,married,41,0,0,0,0,0,0,99755.0,3000.0,3007.0,5000.0,2000.0,1700.0,2000.0,0
20000.0,male,university,single,22,0,0,0,2,0,0,8785.0,1142.0,2000.0,1000.0,1000.0,1000.0,1000.0,0
20000.0,male,university,single,33,0,0,0,0,0,0,3010.0,1272.0,19288.0,681.0,917.0,1000.0,889.0,0
30000.0,female,university,married,24,0,0,0,2,2,0,26755.0,1507.0,2172.0,1523.0,0.0,2000.0,2000.0,1
220000.0,female,university,married,41,0,0,0,0,0,0,143660.0,5005.0,4500.0,4006.0,3000.0,3000.0,3000.0,0
80000.0,male,high school,single,23,0,2,0,0,0,0,1053.0,0.0,9387.0,125.0,0.0,0.0,0.0,0
60000.0,female,high school,married,42,0,0,0,0,0,0,29243.0,3032.0,1454.0,326.0,324.0,1130.0,199.0,0
160000.0,female,university,single,39,0,0,0,0,0,0,32930.0,14000.0,40015.0,1625.0,32044.0,27248.0,3650.0,0
20000.0,female,high school,married,36,0,0,2,0,0,0,21309.0,3150.0,0.0,800.0,850.0,660.0,650.0,0
100000.0,male,university,single,31,1,2,2,0,0,2,36204.0,2100.0,0.0,2000.0,2000.0,1000.0,0.0,0
340000.0,female,university,married,42,0,0,0,0,0,0,14087.0,11013.0,17025.0,10734.0,9200.0,23818.0,46291.0,0
20000.0,female,university,single,23,0,0,0,2,0,0,15071.0,1266.0,2136.0,1000.0,0.0,1881.0,0.0,0
500000.0,female,graduate school,single,33,0,0,0,0,0,0,10361.0,263.0,8050.0,8234.0,835.0,87878.0,5000.0,0
20000.0,female,university,single,27,0,0,0,0,0,0,14248.0,2000.0,2000.0,1600.0,1030.0,1000.0,1000.0,0
50000.0,male,university,single,26,0,0,0,0,0,0,48065.0,2500.0,1862.0,1150.0,1200.0,1200.0,1202.0,0
20000.0,female,university,single,42,2,2,2,2,2,2,18155.0,0.0,2344.0,800.0,683.0,0.0,1500.0,1
390000.0,female,graduate school,married,28,0,0,0,0,0,0,60697.0,5000.0,5000.0,5007.0,5000.0,5000.0,5000.0,0
360000.0,female,graduate school,single,29,0,0,0,0,0,0,885.0,10553.0,2000.0,2700.0,2000.0,4120.0,4118.0,0
200000.0,male,university,single,37,0,0,0,0,0,0,162.0,536.0,0.0,495.0,0.0,0.0,546.0,0
90000.0,female,university,married,35,0,0,0,0,0,0,21093.0,1256.0,3445.0,1099.0,1393.0,3045.0,1003.0,0
50000.0,female,university,single,25,1,0,0,0,0,0,0.0,870.0,590.0,3700.0,1999.0,7300.0,17120.0,0
180000.0,female,university,single,25,0,0,0,0,0,0,175063.0,5000.0,5015.0,4000.0,3000.0,3000.0,3000.0,0
50000.0,female,university,single,22,0,0,0,0,0,0,8585.0,0.0,880.0,0.0,150.0,528.0,25775.0,0
120000.0,female,university,married,24,1,0,0,0,0,0,0.0,0.0,0.0,0.0,4629.0,1000.0,1915.0,0
70000.0,female,high school,married,48,1,2,0,0,0,0,9518.0,0.0,1500.0,1200.0,1000.0,1000.0,500.0,1
200000.0,female,high school,married,41,0,0,0,0,0,0,184133.0,6710.0,7125.0,7333.0,6325.0,6522.0,6569.0,0
360000.0,male,high school,married,35,1,0,0,0,0,0,0.0,4359.0,328.0,3721.0,3150.0,150.0,999.0,0
220000.0,male,graduate school,married,32,0,0,0,0,0,0,8757.0,9.0,23000.0,0.0,0.0,3000.0,0.0,0
120000.0,female,university,single,25,2,3,3,3,4,4,94635.0,5400.0,5400.0,5500.0,4600.0,4600.0,5200.0,0
50000.0,female,graduate school,married,40,0,0,0,0,0,0,0.0,1470.0,0.0,0.0,591.0,426.0,595.0,0
120000.0,female,university,single,24,0,0,0,0,0,0,100.0,0.0,0.0,618.0,9614.0,39133.0,1500.0,0
360000.0,female,graduate school,single,29,0,0,0,0,0,0,92693.0,20595.0,20200.0,10063.0,1897.0,30278.0,83275.0,0
480000.0,female,university,single,38,0,0,0,0,0,0,5619.0,7600.0,123988.0,60000.0,100000.0,24250.0,12735.0,0
140000.0,female,university,single,34,0,0,2,2,2,0,27098.0,3485.0,300.0,2038.0,0.0,1100.0,2570.0,1
280000.0,female,university,single,29,0,0,0,0,0,0,140888.0,5040.0,3000.0,2000.0,2000.0,2000.0,3000.0,0
50000.0,male,high school,single,34,0,0,0,0,0,0,17095.0,1448.0,1500.0,419.0,455.0,115.0,19627.0,0
50000.0,male,university,single,42,0,0,0,0,0,0,50300.0,2200.0,1600.0,1700.0,1700.0,0.0,0.0,0
